run_date,repository,path,title,total,unique
2026-07-21,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-mouseover-mouseout.svg,/blob/main/SVGs/hover-mouseover-mouseout.svg,1,1
2026-07-21,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,1,1
2026-07-21,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,1,1
2026-07-21,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commits/main,/commits/main,1,1
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github,Overview,10,5
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-foreignObject.svg,/blob/main/SVGs/hover-foreignObject.svg,1,1
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-mouseover-mouseout.svg,/blob/main/SVGs/hover-mouseover-mouseout.svg,1,1
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,1,1
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,1,1
2026-07-22,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commits/main,/commits/main,1,1
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github,Overview,10,5
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-foreignObject.svg,/blob/main/SVGs/hover-foreignObject.svg,1,1
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-mouseover-mouseout.svg,/blob/main/SVGs/hover-mouseover-mouseout.svg,1,1
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,1,1
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,1,1
2026-07-23,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commits/main,/commits/main,1,1
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github,Overview,10,5
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-foreignObject.svg,/blob/main/SVGs/hover-foreignObject.svg,1,1
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-mouseover-mouseout.svg,/blob/main/SVGs/hover-mouseover-mouseout.svg,1,1
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,1,1
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,1,1
2026-07-24,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commits/main,/commits/main,1,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github,Overview,2,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-foreignObject.svg,/blob/main/SVGs/hover-foreignObject.svg,1,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/blob/main/SVGs/hover-mouseover-mouseout.svg,/blob/main/SVGs/hover-mouseover-mouseout.svg,1,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,/commit/587b3c1bec035fddd2398e5735b54c4192917ebd,1,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,/commit/a28537e80baffd7c450c6b2ad336196f2e6acafa,1,1
2026-07-25,datf/test-svg-animations-on-github,/datf/test-svg-animations-on-github/commits/main,/commits/main,1,1
2026-08-01,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-01,datf/datf,/datf/datf,Overview,1,1
2026-08-01,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-02,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-02,datf/datf,/datf/datf,Overview,1,1
2026-08-02,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-03,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-03,datf/datf,/datf/datf,Overview,1,1
2026-08-03,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-04,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-04,datf/datf,/datf/datf,Overview,1,1
2026-08-04,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-05,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-05,datf/datf,/datf/datf,Overview,1,1
2026-08-05,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-06,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-06,datf/datf,/datf/datf,Overview,1,1
2026-08-06,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-07,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-07,datf/datf,/datf/datf,Overview,1,1
2026-08-07,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-08,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-08,datf/datf,/datf/datf,Overview,1,1
2026-08-08,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-09,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-09,datf/datf,/datf/datf,Overview,1,1
2026-08-09,datf/repository-beta,/datf/repository-beta,Overview,2,1
2026-08-10,datf/big-data-speed-test,/datf/big-data-speed-test/blob/master/README.md,/blob/master/README.md,1,1
2026-08-10,datf/datf,/datf/datf,Overview,1,1
